Case,Date,Time,Street1,DisFm,Geo,Street2,P1,P2,P3,Primary,Inj,Fatal,HR,PP
90278803,"Thu., Jan. 01,2009",18:45,BUSH,14,E,GRANT,BICYCLE,,,22350,1,0,,
90311356,"Tue., Jan. 06,2009",01:00,EDDY,0,X,TAYLOR,BICYCLE,,,22350,1,0,,
90307606,"Wed., Jan. 07,2009",08:40,EMBARCADERO,261,S,WASHINGTON,BICYCLE,AUTO,,21453A,1,0,,
90649997,"Thu., Jan. 08,2009",19:00,BATTERY,70,S,CALIFORNIA,BICYCLE,AUTO,,21650.1,1,0,,
91002778,"Tue., Jan. 13,2009",17:14,WASHINGTON,218,W,KEARNY,BICYCLE,AUTO,,21650.1,1,0,,
90791758,"Thu., Jan. 15,2009",17:00,PINE,19,W,KEARNY,BICYCLE,AUTO,,21657,1,0,,
90973188,"Fri., Jan. 16,2009",22:18,KEARNY,0,X,PINE,BICYCLE,AUTO,,21658A,1,0,,
90695207,"Sat., Jan. 17,2009",16:20,BEACH,48,W,STOCKTON,BICYCLE,AUTO,,21750,1,0,,
91212347,"Mon., Jan. 19,2009",12:00,TAYLOR,66,N,JEFFERSON,BICYCLE,AUTO,,21754,1,0,,
90557920,"Wed., Jan. 21,2009",13:15,EMBARCADERO,0,X,WASHINGTON,BICYCLE,AUTO,,22350,1,0,,
90505838,"Wed., Jan. 21,2009",14:45,CALIFORNIA,12,W,LEAVENWORTH,BICYCLE,AUTO (PKD),,22350,1,0,,
90614473,"Wed., Jan. 21,2009",15:21,COLUMBUS,43,N,MASON,BICYCLE,AUTO (PKD),,22350,1,0,,
90292342,"Sat., Jan. 24,2009",09:15,MARKET,27,E,SUTTER,BICYCLE,BUS (OTHER),,22107,1,0,,
90188666,"Tue., Jan. 27,2009",04:14,POST,60,E,MASON,BICYCLE,FIXED OBJECT,,22350,1,0,,
90379241,"Sun., Feb. 01,2009",15:18,POST,135,W,MASON,BICYCLE,FIXED OBJECT,,22350,1,0,,
91074460,"Sun., Feb. 01,2009",07:05,EMBARCADERO,31,S,BROADWAY,BICYCLE,OTHER OBJECT,,22350,1,0,,
91238490,"Mon., Feb. 02,2009",15:08,STOCKTON,11,S,PACIFIC,BICYCLE,PEDESTRIAN,,21453A,1,0,,
90417697,"Tue., Feb. 03,2009",19:52,KEARNY,30,N,SACRAMENTO,BICYCLE,TAXI,,21201.0,1,0,,
90851073,"Tue., Feb. 03,2009",08:30,COLUMBUS,0,X,NORTH POINT,BICYCLE,TAXI,,21750,1,0,,
90854073,"Tue., Feb. 03,2009",08:30,COLUMBUS,0,X,NORTH POINT,BICYCLE,TAXI,,21750,1,0,,
91075004,"Sun., Feb. 08,2009",10:15,KEARNY,0,,CALIFORNIA,BICYCLE,TAXI,,21658A,1,0,,
90153794,"Tue., Feb. 10,2009",17:00,MONTGOMERY,0,X,SACRAMENTO,BICYCLE,TRK/TRK TRAC,,21453A,1,0,,
90739849,"Wed., Feb. 11,2009",21:54,MARKET,112,W,GUERRERO,BICYCLE,,,22107,1,0,,
90512623,"Thu., Feb. 12,2009",10:35,5TH,0,X,MARKET,BICYCLE,,,22350,1,0,,
90147888,"Fri., Feb. 13,2009",08:47,MARKET,100,E,FREMONT,BICYCLE,,,OID,1,0,,
90527882,"Sun., Feb. 15,2009",14:20,HOWARD,44,E,3RD,BICYCLE,,,OTD,1,0,,
90623913,"Fri., Feb. 20,2009",10:10,MARKET,60,W,12TH,BICYCLE,,,UNK,1,0,,
91037311,"Sat., Feb. 21,2009",17:55,MARKET,367,W,6TH,BICYCLE,,,22350,1,0,,
91060102,"Tue., Feb. 24,2009",09:58,HARRISON,0,X,SHERMAN,BICYCLE,AUTO,,21202B,1,0,,
90186234,"Fri., Feb. 27,2009",14:43,MARKET,398,E,5TH,BICYCLE,AUTO,,21208B,1,0,,
90498459,"Thu., Mar. 05,2009",16:32,7TH,0,X,MARKET,BICYCLE,AUTO,,21453A,1,0,,
90797085,"Fri., Mar. 06,2009",22:26,10TH,0,X,MISSION,BICYCLE,AUTO,,21453A,1,0,,
91108564,"Sat., Mar. 07,2009",17:19,GOUGH,3,S,MARKET,BICYCLE,AUTO,,21453A,1,0,,
90662676,"Tue., Mar. 10,2009",14:38,7TH,0,X,BRYANT,BICYCLE,AUTO,,21650.1,1,0,,
91096317,"Wed., Mar. 11,2009",12:55,HOWARD,10,W,9TH,BICYCLE,AUTO,,21650.1,1,0,,
91015834,"Sun., Mar. 15,2009",05:13,3RD,0,X,BRYANT,BICYCLE,AUTO,,21657,1,0,,
91033284,"Mon., Mar. 16,2009",17:04,6TH,40,S,HOWARD,BICYCLE,AUTO,,21658A,1,0,,
90590543,"Mon., Mar. 16,2009",18:26,MARKET,48,W,6TH,BICYCLE,AUTO,,21750,1,0,,
90868909,"Tue., Mar. 17,2009",17:40,MARKET,0,X,VALENCIA,BICYCLE,AUTO,,21750,1,0,,
90867428,"Tue., Mar. 17,2009",10:54,DIVISION,0,X,HENRY ADAMS,BICYCLE,AUTO,,21755,1,0,,
90853568,"Wed., Mar. 18,2009",18:20,BOARDMAN,2,W,BRANNAN,BICYCLE,AUTO,,21804,1,0,,
90233910,"Wed., Mar. 18,2009",08:05,5TH,0,X,HOWARD,BICYCLE,AUTO,,22107,1,0,,
90550805,"Fri., Mar. 20,2009",10:36,MISSION,31,W,MINT,BICYCLE,AUTO,,22107,1,0,,
90568927,"Tue., Mar. 24,2009",17:55,8TH,0,X,BRANNAN,BICYCLE,AUTO,,22107,1,0,,
90969911,"Tue., Mar. 24,2009",23:46,MISSION,27,W,NEW MONTGOMERY,BICYCLE,AUTO,,22107,1,0,,
91016105,"Wed., Mar. 25,2009",07:55,DIVISION,41,E,HENRY ADAMS,BICYCLE,AUTO,,22107,1,0,,
91113143,"Wed., Mar. 25,2009",21:51,5TH,0,X,HOWARD,BICYCLE,AUTO,,22350,1,0,,
91127649,"Thu., Mar. 26,2009",21:10,MARKET,31,E,JONES,BICYCLE,AUTO,,22350,1,0,,
91076369,"Thu., Mar. 26,2009",21:43,8TH,0,X,TOWNSEND,BICYCLE,AUTO,,22450,1,0,,
90314946,"Thu., Mar. 26,2009",21:00,MARKET,0,X,OCTAVIA,BICYCLE,AUTO,,21703,1,0,,
91225726,"Fri., Mar. 27,2009",00:51,17TH,0,X,VALENCIA,BICYCLE,AUTO,,21801B,1,0,,
91063827,"Sat., Mar. 28,2009",09:15,5TH,24,S,MARKET,BICYCLE,AUTO,,21453A,1,0,,
90751235,"Sat., Mar. 28,2009",00:16,4TH,0,X,HOWARD,BICYCLE,AUTO,,21457A,1,0,,
90098980,"Tue., Mar. 31,2009",17:30,3RD,150,N,HARRISON,BICYCLE,AUTO,,21703,1,0,,
90607569,"Tue., Mar. 31,2009",11:45,FOLSOM,199,W,3RD,BICYCLE,AUTO (PKD),,22350,1,0,,
90337960,"Tue., Mar. 31,2009",18:50,TOWNSEND,212,E,6TH,BICYCLE,AUTO (PKD),,22350,1,0,,
90285864,"Fri., Apr. 03,2009",16:05,2ND,89,S,TOWNSEND,BICYCLE,AUTO (PKD),,22350,0,0,YES,
90659770,"Fri., Apr. 03,2009",18:38,HOWARD,4,W,8TH,BICYCLE,BICYCLE,,21755,1,0,,
91220055,"Sat., Apr. 04,2009",09:30,MARKET,21,E,VAN NESS,BICYCLE,BICYCLE,,22107,1,0,,
91209134,"Mon., Apr. 06,2009",13:58,MARKET,40,W,MONTGOMERY,BICYCLE,BUS (OTHER),,22107,1,0,,
91134707,"Wed., Apr. 08,2009",17:26,MARKET,84,W,SUTTER,BICYCLE,FIXED OBJECT,,21208B,1,0,,
90540787,"Fri., Apr. 10,2009",12:30,6TH,72,N,CLARA,BICYCLE,FIXED OBJECT,,OTD,1,0,,
91107732,"Fri., Apr. 10,2009",13:19,MARKET,0,E,DRUMM,BICYCLE,FIXED OBJECT,,OTD,1,0,,
91160586,"Sat., Apr. 11,2009",19:41,MARKET,10,W,7TH,BICYCLE,FIXED OBJECT,,OTD,1,0,,
91241647,"Sat., Apr. 11,2009",14:35,MARKET,295,E,5TH,BICYCLE,FIXED OBJECT,,OTD,1,0,,
90476580,"Sun., Apr. 12,2009",15:19,5TH,0,X,HARRISON,BICYCLE,PEDESTRIAN,,21650.1,1,0,,
90066692,"Sun., Apr. 12,2009",07:57,EMBARCADERO,325,N,MARKET,BICYCLE,PEDESTRIAN,,21950A,1,0,YES,
90614956,"Tue., Apr. 14,2009",17:23,MISSION,9,W,3RD,BICYCLE,PEDESTRIAN,,21950A,1,0,,
91115274,"Tue., Apr. 14,2009",14:32,MARKET,45,E,POWELL,BICYCLE,TAXI,,21658A,1,0,,
91284299,"Sat., Apr. 18,2009",13:18,MARKET,71,W,NEW MONTGOMERY,BICYCLE,TAXI,,21755,1,0,,
90077354,"Sun., Apr. 19,2009",18:50,DUBOCE,0,X,VALENCIA,BICYCLE,TAXI,,22107,1,0,,
91067233,"Mon., Apr. 20,2009",08:48,DIVISION,12,N,HENRY ADAMS,BICYCLE,TAXI,,22107,1,0,,
91078791,"Tue., Apr. 21,2009",11:51,5TH,195,N,BRANNAN,BICYCLE,TRK/TRK TRAC,,21755,1,0,,
90600074,"Tue., Apr. 21,2009",09:55,2ND,0,X,DE BOOM,BICYCLE,TRK/TRK TRAC,,21208,0,0,,
91086578,"Thu., Apr. 23,2009",16:55,11TH,0,X,HOWARD,BICYCLE,PEDESTRIAN,AUTO,21453A,1,0,YES,
91085859,"Sat., Apr. 25,2009",15:00,MISSION,17,E,NEW MONTGOMERY,BICYCLE,PEDESTRIAN,PEDESTRIAN,21453A,1,0,,
91177280,"Sun., May. 03,2009",15:40,JENNINGS,9,N,FITZGERALD,BICYCLE,AUTO,,21201,1,0,,
90358386,"Wed., May. 06,2009",06:54,3RD,4,S,16TH,BICYCLE,AUTO,,21453A,1,0,,
90721664,"Thu., May. 07,2009",18:40,ARMY,491,W,EVANS,BICYCLE,AUTO,,21650.1,1,0,,
90310568,"Tue., May. 12,2009",19:19,REVERE,194,E,3RD,BICYCLE,AUTO,,21804,1,0,,
90461973,"Wed., May. 13,2009",15:10,SILVER,10,E,BAYSHORE,BICYCLE,AUTO,,21663,1,0,,
90121252,"Wed., May. 13,2009",18:24,EVANS,100,W,SELBY,BICYCLE,AUTO (PKD),,22350,1,0,,
90865836,"Thu., May. 14,2009",20:55,BAYSHORE,169,S,ARMY,BICYCLE,BICYCLE,,UNK,1,0,,
90967993,"Fri., May. 15,2009",14:10,20TH,0,X,MISSOURI,BICYCLE,TRK/TRK TRAC,,21650.1,1,0,,
90274986,"Sat., May. 16,2009",08:27,3RD,0,X,16TH,BICYCLE,TRK/TRK TRAC,,22101.0,1,0,,
91106530,"Sun., May. 17,2009",10:41,POTRERO,10,S,21ST,BICYCLE,,,22350,1,0,,
90242046,"Sun., May. 17,2009",10:14,21ST,165,E,VALENCIA,BICYCLE,,,UNK,1,0,,
91293557,"Sun., May. 17,2009",07:45,CASTRO,130,S,MARKET,BICYCLE,,,UNK,1,0,,
90383430,"Sun., May. 17,2009",19:51,MISSION,10,N,17TH,BICYCLE,,,22350,1,0,,
90669569,"Sun., May. 17,2009",11:55,18TH,0,X,VALENCIA,BICYCLE,AUTO,,21453A,2,0,YES,
90255196,"Sun., May. 17,2009",21:06,16TH,0,X,CHURCH,BICYCLE,AUTO,,21201B,1,0,,
91159341,"Tue., May. 19,2009",14:27,FOLSOM,6,N,20TH,BICYCLE,AUTO,,21453B,1,0,,
90735079,"Wed., May. 20,2009",18:31,22ND,9,W,CAPP,BICYCLE,AUTO,,21650.1,1,0,,
91176389,"Thu., May. 21,2009",11:09,15TH,0,X,ALBION,BICYCLE,AUTO,,21650.1,1,0,,
91088916,"Mon., May. 25,2009",11:25,24TH,0,X,FLORIDA,BICYCLE,AUTO,,21658A,1,0,YES,
91013866,"Tue., May. 26,2009",15:35,MISSION,233,N,15TH,BICYCLE,AUTO,,21751,1,0,,
90719540,"Tue., May. 26,2009",10:00,14TH,0,X,MARKET,BICYCLE,AUTO,,21801A,1,0,,
90335243,"Wed., May. 27,2009",09:10,16TH,113,W,GUERRERO,BICYCLE,AUTO,,21804,1,0,,
90638837,"Thu., May. 28,2009",16:32,FLORIDA,172,N,26TH,BICYCLE,AUTO,,21804,1,0,,
90847066,"Sat., May. 30,2009",08:12,MARKET,20,E,14TH,BICYCLE,AUTO,,22100B,1,0,,
91039856,"Tue., Jun. 02,2009",14:12,ALABAMA,46,N,16TH,BICYCLE,AUTO,,22348C,1,0,,
90256213,"Thu., Jun. 04,2009",09:05,16TH,0,X,SAN BRUNO,BICYCLE,AUTO,,22350,1,0,,
90575314,"Fri., Jun. 05,2009",13:03,14TH,68,E,VALENCIA,BICYCLE,AUTO,,22350,1,0,,
90706246,"Sat., Jun. 06,2009",19:11,22ND,0,X,GUERRERO,BICYCLE,AUTO,,22350,1,0,,
91066558,"Sat., Jun. 06,2009",21:35,25TH,0,X,FOLSOM,BICYCLE,AUTO,,22450,1,0,,
90971643,"Mon., Jun. 08,2009",12:46,VALENCIA,34,S,SYCAMORE,BICYCLE,AUTO,,21650.1,1,0,,
90512849,"Tue., Jun. 09,2009",11:59,BRYANT,0,X,DIVISION,BICYCLE,AUTO,,UNK,0,0,,
90592998,"Tue., Jun. 09,2009",13:00,DIVISION,3,E,SOUTH VAN NESS,BICYCLE,AUTO,,21202A,1,0,,
90375954,"Thu., Jun. 11,2009",16:00,21ST,0,X,HARRISON,BICYCLE,AUTO,,22450,1,0,,
90889773,"Thu., Jun. 11,2009",23:05,14TH,0,X,MARKET,BICYCLE,AUTO,,NS,1,0,YES,
91096464,"Thu., Jun. 11,2009",13:25,24TH,0,X,MISSION,BICYCLE,AUTO,,22350,0,0,YES,
91185261,"Sat., Jun. 13,2009",18:01,MARKET,103,W,ROMAIN,BICYCLE,AUTO,,22350,0,0,,
90088969,"Mon., Jun. 15,2009",23:21,16TH,100,W,DOLORES,BICYCLE,AUTO (PKD),,22350,1,0,,
90972027,"Mon., Jun. 15,2009",14:45,18TH,0,X,DOLORES,BICYCLE,BICYCLE,,21801A,2,0,,
90648773,"Tue., Jun. 16,2009",12:22,MARKET,0,X,HATTIE,BICYCLE,BICYCLE,,OTD,2,0,,
90981131,"Wed., Jun. 17,2009",21:48,TREAT,4,N,26TH,BICYCLE,BICYCLE,,22450,1,0,,
90621757,"Thu., Jun. 18,2009",17:34,MARKET,2,N,16TH,BICYCLE,FIXED OBJECT,,22350,1,0,,
91289590,"Sun., Jun. 21,2009",22:27,NOE,90,S,MARKET,BICYCLE,FIXED OBJECT,,22350,1,0,,
91222459,"Mon., Jun. 22,2009",23:49,MARKET,0,X,SANCHEZ,BICYCLE,MOTORCYCLE,,21453A,2,0,,
91214503,"Wed., Jun. 24,2009",02:44,14TH,0,X,VALENCIA,BICYCLE,MOTORCYCLE,,21801A,1,0,,
90470902,"Thu., Jun. 25,2009",06:10,DOLORES,252,S,18TH,BICYCLE,PEDESTRIAN,,22350,1,0,YES,
91276343,"Thu., Jun. 25,2009",09:01,22ND,0,X,MISSION,BICYCLE,PEDESTRIAN,,22350,1,0,YES,
90492724,"Thu., Jun. 25,2009",09:04,20TH,0,X,HARRISON,BICYCLE,PEDESTRIAN,,22450,1,0,,
90733346,"Sat., Jun. 27,2009",01:58,18TH,0,X,VALENCIA,BICYCLE,PEDESTRIAN,,22350,1,0,,
91040057,"Sat., Jun. 27,2009",15:13,12TH,0,X,FOLSOM,BICYCLE,TAXI,,22100B,1,0,,
90643886,"Sun., Jun. 28,2009",01:55,VALENCIA,50,S,21ST,BICYCLE,TAXI,,22102,0,0,YES,
91061489,"Mon., Jun. 29,2009",14:58,FOLSOM,8,S,ERIE,BICYCLE,TRK/TRK TRAC,,21650.1,0,1,,
90656817,"Mon., Jun. 29,2009",19:09,26TH,80,E,SAN JOSE,BICYCLE,TRK/TRK TRAC,,22103,1,0,YES,
90391041,"Wed., Jul. 01,2009",18:17,ARMY,15,E,GUERRERO,BICYCLE,TRK/TRK TRAC,,22107,1,0,,
90316049,"Wed., Jul. 01,2009",08:30,14TH,0,X,MINNA,BICYCLE,AUTO (PKD),AUTO,22350,1,0,,
90501814,"Tue., Jul. 07,2009",13:28,VAN NESS,80,N,HAYES,BICYCLE,,,OTD,1,0,,
91122962,"Wed., Jul. 08,2009",17:03,VAN NESS,12,N,HAYES,BICYCLE,,,OTD,1,0,,
91203095,"Sat., Jul. 11,2009",17:20,CHESTNUT,147,E,DIVISADERO,BICYCLE,,,OTD,1,0,,
90323492,"Sat., Jul. 11,2009",01:33,MARKET,0,X,OCTAVIA,BICYCLE,,,UNK,1,0,,
91136355,"Sat., Jul. 11,2009",05:45,FILLMORE,0,X,GOLDEN GATE,BICYCLE,,,UNK,1,0,,
91069499,"Tue., Jul. 14,2009",19:39,EDDY,0,X,POLK,BICYCLE,AUTO,,21201A,1,0,,
90045969,"Wed., Jul. 15,2009",18:41,LARKIN,8,S,WILLOW,BICYCLE,AUTO,,21201.0,1,0,,
90771766,"Wed., Jul. 15,2009",22:42,FRANKLIN,0,X,GROVE,BICYCLE,AUTO,,21201.0,1,0,,
90140462,"Fri., Jul. 17,2009",02:06,BUSH,12,W,FILLMORE,BICYCLE,AUTO,,21453A,1,0,,
90353659,"Fri., Jul. 17,2009",18:57,MARINA,0,X,SCOTT,BICYCLE,AUTO,,21453A,1,0,,
90935592,"Sun., Jul. 19,2009",08:30,WEBSTER,12,S,SUTTER,BICYCLE,AUTO,,21650.1,1,0,,
90380179,"Sun., Jul. 19,2009",19:45,VAN NESS,0,X,SACRAMENTO,BICYCLE,AUTO,,21657,1,0,,
90512742,"Mon., Jul. 20,2009",11:15,PAGE,186,S,WEBSTER,BICYCLE,AUTO,,21658A,1,0,,
91213345,"Fri., Jul. 24,2009",17:55,CEDAR,0,X,POLK,BICYCLE,AUTO,,21750,1,0,,
91315537,"Mon., Jul. 27,2009",18:27,POST,0,X,WEBSTER,BICYCLE,AUTO,,21801B,1,0,,
90125561,"Wed., Jul. 29,2009",22:17,CALIFORNIA,0,X,WEBSTER,BICYCLE,AUTO,,21802A,1,0,,
90167858,"Tue., Aug. 04,2009",16:16,CHURCH,0,X,DUBOCE,BICYCLE,AUTO,,21802A,1,0,,
90635601,"Wed., Aug. 05,2009",16:42,EDDY,5,E,POLARIS,BICYCLE,AUTO,,22100B,1,0,,
90542830,"Thu., Aug. 06,2009",08:54,POLK,20,N,SUTTER,BICYCLE,AUTO,,22350,1,0,,
90074316,"Mon., Aug. 10,2009",07:25,14TH,38,E,SANCHEZ,BICYCLE,AUTO,,22450,1,0,,
90941141,"Wed., Aug. 12,2009",18:18,GREEN,0,X,LARKIN,BICYCLE,AUTO,,22450,1,0,,
90977851,"Wed., Aug. 12,2009",08:00,LOMBARD,0,X,POLK,BICYCLE,AUTO,,22450,1,0,,
90161446,"Thu., Aug. 13,2009",17:37,OFARRELL,0,X,POLK,BICYCLE,AUTO,,UNK,1,0,,
90705840,"Thu., Aug. 13,2009",15:17,FULTON,95,W,GOUGH,BICYCLE,AUTO,,UNK,1,0,,
91323182,"Thu., Aug. 13,2009",19:08,HAYES,0,X,LARKIN,BICYCLE,AUTO,,21453A,0,0,YES,
90054186,"Wed., Aug. 19,2009",18:35,MARINA,66,E,YACHT HARBOR,BICYCLE,AUTO,,NS,1,0,,
90122523,"Thu., Aug. 20,2009",06:55,POLK,39,N,GOLDEN GATE,BICYCLE,AUTO (PKD),,22350,1,0,,
90717124,"Thu., Aug. 20,2009",16:18,FULTON,120,E,FILLMORE,BICYCLE,AUTO (PKD),,22350,0,0,,
91199303,"Sun., Aug. 23,2009",14:04,HAYES,0,X,WEBSTER,BICYCLE,MOTORCYCLE,,21453A,1,0,,
91244992,"Mon., Aug. 24,2009",13:13,FILLMORE,0,X,UNION,BICYCLE,TAXI,,21453A,1,0,,
91300334,"Mon., Aug. 24,2009",10:48,HAYES,0,X,POLK,BICYCLE,TAXI,,21453A,1,0,,
90513201,"Sat., Aug. 29,2009",14:18,FULTON,0,X,WEBSTER,BICYCLE,TAXI,,UNK,1,0,,
90688898,"Sat., Aug. 29,2009",21:50,NORTH POINT,28,W,POLK,BICYCLE,TRK/TRK TRAC,,21650.1,1,0,,
91152066,"Wed., Sep. 02,2009",13:50,LAGUNA,38,N,EDDY,BICYCLE,TRK/TRK TRAC,,21754B,1,0,,
90524242,"Sun., Sep. 06,2009",12:40,VAN NESS,0,X,SUTTER,BICYCLE,TRK/TRK TRAC,,22107,1,0,,
91037515,"Mon., Sep. 07,2009",19:08,OCTAVIA,0,X,PAGE,BICYCLE,TRK/TRK TRAC,,22107,1,0,,
90522412,"Wed., Sep. 09,2009",22:19,STANYAN,190,N,HAYES,BICYCLE,,,22350,1,0,,
90996817,"Thu., Sep. 10,2009",20:40,HAIGHT,61,E,CLAYTON,BICYCLE,,,OID,1,0,,
90823179,"Fri., Sep. 11,2009",21:05,OAK,17,E,BAKER,BICYCLE,AUTO,,21453A,1,0,,
90825335,"Sat., Sep. 12,2009",14:43,CASTRO,0,X,DUBOCE,BICYCLE,AUTO,,21453A,1,0,,
91235515,"Tue., Sep. 15,2009",18:20,LAGUNA HONDA,200,E,PLAZA,BICYCLE,AUTO,,21453A,1,0,,
90347630,"Tue., Sep. 15,2009",09:17,LAGUNA HONDA,0,X,WOODSIDE,BICYCLE,AUTO,,21658A,1,0,,
90510627,"Tue., Sep. 15,2009",20:38,ANZA,0,X,MASONIC,BICYCLE,AUTO,,21658A,1,0,,
90999560,"Sat., Sep. 19,2009",18:20,OAK,144,W,DIVISADERO,BICYCLE,AUTO,,21750,1,0,,
91278496,"Sat., Sep. 19,2009",18:26,OAK,74,E,CENTRAL,BICYCLE,AUTO,,21750,1,0,,
90600842,"Sun., Sep. 20,2009",12:50,7TH,0,X,JUDAH,BICYCLE,AUTO,,21755,1,0,,
91046635,"Sun., Sep. 20,2009",12:15,DUBOCE,45,W,WALTER,BICYCLE,AUTO,,21755,1,0,,
91242980,"Sun., Sep. 20,2009",20:40,GEARY,0,X,DIVISADERO,BICYCLE,AUTO,,21801B,1,0,,
90369543,"Tue., Sep. 22,2009",19:00,4TH,0,X,LINCOLN,BICYCLE,AUTO,,21802B,1,0,,
90016960,"Tue., Sep. 22,2009",00:12,HAIGHT,0,X,MASONIC,BICYCLE,AUTO,,22100B,1,0,,
90814639,"Wed., Sep. 23,2009",16:00,FELL,40,E,DIVISADERO,BICYCLE,AUTO,,22350,1,0,YES,
91247974,"Fri., Sep. 25,2009",11:23,SCOTT,28,N,HAIGHT,BICYCLE,AUTO,,22350,1,0,YES,
90002232,"Fri., Sep. 25,2009",15:00,SCOTT,19,S,OAK,BICYCLE,AUTO,,22350,1,0,,
90123214,"Sat., Sep. 26,2009",11:14,FULTON,0,X,MASONIC,BICYCLE,AUTO,,22350,1,0,,
90639849,"Sat., Sep. 26,2009",10:39,GOLDEN GATE,0,X,PARKER,BICYCLE,AUTO,,22450,1,0,,
90376601,"Sun., Sep. 27,2009",20:16,DIVISADERO,0,X,EDDY,BICYCLE,AUTO,,21453A,1,0,,
91314006,"Sun., Sep. 27,2009",09:11,KEZAR,190,S,JOHN F KENNEDY,BICYCLE,AUTO,,21650.1,1,0,,
90114796,"Fri., Oct. 02,2009",00:15,DIVISADERO,0,X,HAYES,BICYCLE,FIXED OBJECT,,22350,1,0,,
90156867,"Fri., Oct. 02,2009",14:00,FELL,0,X,STANYAN,BICYCLE,MOTORCYCLE,,21453A,2,0,,
91033961,"Sat., Oct. 03,2009",19:52,FELL,0,X,MASONIC,BICYCLE,TAXI,,21801B,1,0,,
90826957,"Sun., Oct. 04,2009",23:44,PAGE,0,X,SCOTT,BICYCLE,TAXI,,22450,1,0,,
91142998,"Tue., Oct. 06,2009",18:50,STANYAN,4,S,HAIGHT,BICYCLE,TRK/TRK TRAC,,21451A,1,0,,
90319918,"Tue., Oct. 06,2009",07:30,GEARY,0,X,BRODERICK,BICYCLE,TRK/TRK TRAC,,21650.1,1,0,,
90991817,"Tue., Oct. 06,2009",15:38,DIVISADERO,0,X,PAGE,BICYCLE,TRK/TRK TRAC,,22350,1,0,,
