Case,Date,Time,Street1,DisFm,Geo,Street2,P1,P2,P3,Primary,Inj,Fatal,HR,PP
91238791,"Thu., Dec. 03,2009",16:17,MARKET,120,E,15TH,AUTO,BICYCLE,,22107,1,0,,
90736782,"Mon., Jul. 20,2009",08:11,16TH,46,W,SOUTH VAN NESS,AUTO,BICYCLE,,22350,1,0,,
91012589,"Thu., Oct. 01,2009",09:33,14TH,0,X,HARRISON,AUTO,BICYCLE,,22350,1,0,,
91109578,"Wed., Oct. 28,2009",00:14,17TH,0,X,HARRISON,AUTO,BICYCLE,,22450,1,0,,
90009175,"Sat., Jan. 03,2009",18:02,CHURCH,138,S,MARKET,AUTO,BICYCLE,,22517,1,0,YES,
90101840,"Wed., Jan. 28,2009",13:00,21ST,40,W,LEXINGTON,AUTO,BICYCLE,,22517,1,0,,
90655950,"Sat., Jun. 27,2009",14:43,VALENCIA,193,S,17TH,AUTO,BICYCLE,,22517,1,0,,
90947785,"Mon., Sep. 14,2009",15:20,22ND,178,E,GUERRERO,AUTO,BICYCLE,,22517,1,0,,
91061144,"Wed., Oct. 14,2009",13:02,18TH,0,X,GUERRERO,AUTO,BICYCLE,,22107,0,0,,
90670908,"Wed., Jul. 01,2009",17:20,24TH,0,X,CHURCH,AUTO,BICYCLE,,21450A,1,0,,
90343321,"Thu., Apr. 02,2009",07:30,16TH,0,X,DOLORES,AUTO,BICYCLE,,21803A,1,0,YES,
90808604,"Sun., Aug. 09,2009",00:45,16TH,68,E,ALBION,AUTO,BICYCLE,,22106,1,0,,
90105494,"Thu., Jan. 29,2009",13:26,VALENCIA,125,N,15TH,AUTO,BICYCLE,,22517,1,0,,
91165730,"Thu., Nov. 12,2009",09:57,VALENCIA,227,S,16TH,AUTO,BICYCLE,,22517,1,0,,
90925242,"Tue., Sep. 08,2009",15:52,24TH,0,X,POTRERO,AUTO,BICYCLE,,NS,1,0,,
91239078,"Thu., Dec. 03,2009",17:41,14TH,0,X,CHURCH,AUTO,BICYCLE,,NS,1,0,,
90031350,"Fri., Jan. 09,2009",20:20,16TH,31,W,VALENCIA,AUTO (PKD),BICYCLE,,22517,1,0,,
91106041,"Tue., Oct. 27,2009",08:17,16TH,177,E,DOLORES,AUTO (PKD),BICYCLE,,22517,1,0,,
91061360,"Wed., Oct. 14,2009",14:33,18TH,34,E,VALENCIA,TRK TRAC W/TRL,BICYCLE,,22517,1,0,,
90111457,"Sat., Jan. 31,2009",01:24,16TH,0,X,BRYANT,TRK/TRK TRAC,BICYCLE,,21451A,1,0,,
90999902,"Sun., Sep. 27,2009",21:18,SANCHEZ,29,S,MARKET,TRK/TRK TRAC,BICYCLE,,22106,1,0,,
91042978,"Fri., Oct. 09,2009",12:49,14TH,0,X,VALENCIA,TRK/TRK TRAC,BICYCLE,,22107,1,0,,
91184990,"Tue., Nov. 17,2009",18:00,20TH,0,X,FOLSOM,TRK/TRK TRAC,BICYCLE,,22350,1,0,,
90042670,"Tue., Jan. 13,2009",07:39,VALENCIA,127,S,16TH,TRK/TRK TRAC,BICYCLE,,22517,1,0,,
90119906,"Mon., Feb. 02,2009",13:37,VALENCIA,115,N,15TH,PEDESTRIAN,BICYCLE,AUTO,21954A,1,0,,
90829876,"Fri., Aug. 14,2009",17:40,24TH,0,X,CYPRESS,AUTO,BICYCLE,AUTO (PKD),22107,1,0,,
90908492,"Thu., Sep. 03,2009",21:33,GEARY,0,X,POLK,AUTO,BICYCLE,,21453A,1,0,,
90891530,"Sun., Aug. 30,2009",14:50,FULTON,0,X,WEBSTER,AUTO,BICYCLE,,21801A,1,0,YES,
90031366,"Fri., Jan. 09,2009",17:45,IVY,0,X,OCTAVIA,AUTO,BICYCLE,,21801A,1,0,,
90188945,"Wed., Feb. 18,2009",17:45,POLK,185,N,TURK,AUTO,BICYCLE,,21801A,1,0,,
90841820,"Mon., Aug. 17,2009",21:48,PAGE,0,X,WEBSTER,AUTO,BICYCLE,,21801A,1,0,,
91056305,"Tue., Oct. 13,2009",07:05,BROADWAY,0,X,POLK,AUTO,BICYCLE,,21801A,1,0,,
90051148,"Thu., Jan. 15,2009",00:38,MYRTLE,0,X,POLK,AUTO,BICYCLE,,21802A,1,0,,
90872756,"Tue., Aug. 25,2009",16:50,LAGUNA,0,X,TURK,AUTO,BICYCLE,,21804A,1,0,,
90904763,"Wed., Sep. 02,2009",20:35,TURK,20,E,POLK,AUTO,BICYCLE,,22107,1,0,YES,
90649680,"Thu., Jun. 25,2009",19:30,PAGE,198,E,OCTAVIA,AUTO,BICYCLE,,22107,1,0,,
90669901,"Wed., Jul. 01,2009",13:38,POLK,54,S,HAYES,AUTO,BICYCLE,,22107,1,0,,
90957154,"Wed., Sep. 16,2009",20:42,GEARY,0,X,POLK,AUTO,BICYCLE,,22107,1,0,,
91205358,"Mon., Nov. 23,2009",08:30,VAN NESS,0,X,CHESTNUT,AUTO,BICYCLE,,22107,1,0,,
91222647,"Sun., Nov. 29,2009",01:02,MARKET,18,E,LAGUNA,AUTO,BICYCLE,,22350,1,0,YES,
90575916,"Thu., Jun. 04,2009",15:40,EDDY,0,X,STEINER,AUTO,BICYCLE,,22450,1,0,,
90647991,"Thu., Jun. 25,2009",09:20,POLK,103,S,VALLEJO,AUTO,BICYCLE,,22517,1,0,,
90724414,"Thu., Jul. 16,2009",13:40,CHESTNUT,178,E,FILLMORE,AUTO,BICYCLE,,22517,1,0,,
90761814,"Mon., Jul. 27,2009",12:08,MC ALLISTER,222,W,FILLMORE,AUTO,BICYCLE,,22517,1,0,,
91021154,"Sat., Oct. 03,2009",13:15,GOLDEN GATE,276,E,LAGUNA,AUTO,BICYCLE,,22517,1,0,,
90512617,"Sun., May. 17,2009",10:55,VAN NESS,0,X,CHESTNUT,AUTO,BICYCLE,,UNK,1,0,,
91291971,"Sat., Dec. 19,2009",16:40,GEARY,0,X,POLK,AUTO,BICYCLE,,21801A,1,0,,
91012448,"Thu., Oct. 01,2009",08:45,FILLMORE,0,X,FULTON,AUTO,BICYCLE,,22100A,1,0,,
90620480,"Wed., Jun. 17,2009",11:44,CARLTON B GOODLETT,206,S,MC ALLISTER,AUTO,BICYCLE,,22517,1,0,,
90030631,"Fri., Jan. 09,2009",17:16,MC ALLISTER,100,E,OCTAVIA,AUTO (PKD),BICYCLE,,22517,1,0,,
91321233,"Tue., Dec. 29,2009",11:15,CALIFORNIA,25,E,FILLMORE,AUTO (PKD),BICYCLE,,22517,1,0,,
90117308,"Sun., Feb. 01,2009",20:55,HAIGHT,0,X,PIERCE,BICYCLE,BICYCLE,,21802A,2,0,,
90662698,"Mon., Jun. 29,2009",14:33,STEINER,21,S,WALLER,BICYCLE,BICYCLE,,22450,2,0,,
90995483,"Sat., Sep. 26,2009",14:05,GEARY,215,W,LARKIN,PEDESTRIAN,BICYCLE,,21955,2,0,,
90338645,"Wed., Apr. 01,2009",00:05,GEARY,0,X,POLK,PEDESTRIAN,BICYCLE,,21950B,1,0,,
90766494,"Tue., Jul. 28,2009",15:35,MARKET,0,X,OCTAVIA,TAXI,BICYCLE,,22107,1,0,,
91059791,"Wed., Oct. 14,2009",08:00,POLK,120,N,GEARY,TAXI,BICYCLE,,22107,1,0,,
91303021,"Wed., Dec. 23,2009",00:30,PINE,0,X,POLK,TAXI,BICYCLE,,22107,1,0,,
91169152,"Fri., Nov. 13,2009",07:49,POLK,0,X,TURK,TRK/TRK TRAC,BICYCLE,,21801A,1,0,,
90866072,"Sun., Aug. 23,2009",23:05,POLK,75,N,OFARRELL,TRK/TRK TRAC,BICYCLE,,22107,1,0,,
91187897,"Wed., Nov. 18,2009",14:09,POLK,43,S,WILLOW,TRK/TRK TRAC,BICYCLE,,22107,1,0,,
90465066,"Mon., May. 04,2009",13:30,GEARY,0,X,HYDE,TRK/TRK TRAC,BICYCLE,,22350,1,0,YES,
90211740,"Fri., Feb. 27,2009",09:40,POST,69,W,GOUGH,AUTO,BICYCLE,AUTO (PKD),22107,1,0,,
90642662,"Tue., Jun. 23,2009",18:08,FELL,0,X,MASONIC,AUTO,BICYCLE,,21453A,1,0,,
90914687,"Sat., Sep. 05,2009",16:33,MASONIC,26,S,FELL,AUTO,BICYCLE,,21453A,1,0,,
90668555,"Wed., Jul. 01,2009",08:00,FELL,0,X,MASONIC,AUTO,BICYCLE,,21453C,1,0,,
90711972,"Mon., Jul. 13,2009",12:53,ARGUELLO,0,X,CARL,AUTO,BICYCLE,,21460A,1,0,,
90170271,"Mon., Feb. 16,2009",13:42,TWIN PEAKS,1009,N,CHRISTMAS TREE PT,AUTO,BICYCLE,,21650,1,0,,
91249237,"Sun., Dec. 06,2009",18:04,OAK,0,X,STANYAN,AUTO,BICYCLE,,21750,1,0,,
90057895,"Fri., Jan. 16,2009",17:48,FULTON,107,E,BRODERICK,AUTO,BICYCLE,,21801A,1,0,YES,
90253106,"Tue., Mar. 10,2009",11:37,ARGUELLO,0,X,FULTON,AUTO,BICYCLE,,21801A,1,0,,
90061501,"Sat., Jan. 17,2009",15:53,MASONIC,16,S,FELL,AUTO,BICYCLE,,22106,1,0,,
90955039,"Wed., Sep. 16,2009",11:33,JOHN F KENNEDY,108,W,KEZAR,AUTO,BICYCLE,,22106,1,0,,
90132431,"Thu., Feb. 05,2009",19:30,FELL,132,E,BRODERICK,AUTO,BICYCLE,,22107,1,0,,
91028928,"Mon., Oct. 05,2009",16:01,BAKER,0,X,HAYES,AUTO,BICYCLE,,22107,1,0,,
90833178,"Sat., Aug. 15,2009",14:24,CARL,63,E,STANYAN,AUTO,BICYCLE,,22517,1,0,,
90181814,"Thu., Feb. 19,2009",13:50,STANYAN,30,S,HAIGHT,AUTO,BICYCLE,,22350,1,0,,
90544325,"Tue., May. 26,2009",16:45,DIVISADERO,82,N,GROVE,AUTO,BICYCLE,,22517,1,0,,
90719738,"Wed., Jul. 15,2009",10:48,HAIGHT,48,E,BELVEDERE,AUTO (PKD),BICYCLE,,OTD,1,0,,
90055805,"Fri., Jan. 16,2009",09:55,MASONIC,14,S,FELL,BICYCLE,BICYCLE,,22350,2,0,,
90728977,"Fri., Jul. 17,2009",18:59,GOLDEN GATE,85,E,DIVISADERO,BICYCLE,BICYCLE,,22350,2,0,,
90392271,"Wed., Apr. 15,2009",01:48,FELL,3,E,PIERCE,PEDESTRIAN,BICYCLE,,21954A,1,0,,
90900749,"Tue., Sep. 01,2009",18:25,DIVISADERO,42,N,HAYES,TAXI,BICYCLE,,22517,1,0,,
90514588,"Sun., May. 17,2009",20:50,ARGUELLO,0,X,FULTON,TRK/TRK TRAC,BICYCLE,,21751,1,0,YES,
91042235,"Fri., Oct. 09,2009",09:02,HAIGHT,107,W,CLAYTON,TRK TRAC W/TRL,BICYCLE,TRK TRAC W/TRL,22517,1,0,,
90058752,"Fri., Jan. 16,2009",21:15,25TH,0,X,CALIFORNIA,AUTO,BICYCLE,,21453A,1,0,,
91059876,"Wed., Oct. 14,2009",08:55,GEARY,39,E,4TH,AUTO,BICYCLE,,21658A,1,0,,
90296805,"Sat., Mar. 21,2009",10:10,8TH,0,X,GEARY,AUTO,BICYCLE,,21800A,1,0,,
90146501,"Mon., Feb. 09,2009",18:34,PRESIDIO,0,X,SACRAMENTO,AUTO,BICYCLE,,21801A,1,0,,
90696120,"Wed., Jul. 08,2009",23:19,MARTIN LUTHER KING,56,N,LINCOLN,AUTO,BICYCLE,,21801A,1,0,,
90809254,"Sun., Aug. 09,2009",07:45,ARGUELLO,0,X,MC ALLISTER,AUTO,BICYCLE,,21801A,1,0,,
90812285,"Mon., Aug. 10,2009",07:40,30TH,0,X,JOHN F KENNEDY,AUTO,BICYCLE,,21801A,1,0,,
91180619,"Mon., Nov. 16,2009",15:06,ARGUELLO,0,X,MC ALLISTER,AUTO,BICYCLE,,21801A,1,0,,
90582030,"Sat., Jun. 06,2009",09:25,ARGUELLO,102,N,FULTON,AUTO,BICYCLE,,22103,1,0,,
90546882,"Wed., May. 27,2009",10:50,35TH,250,S,GEARY,AUTO,BICYCLE,,22106,1,0,,
90703032,"Fri., Jul. 10,2009",18:56,BALBOA,120,W,37TH,AUTO,BICYCLE,,22107,1,0,,
91243182,"Fri., Dec. 04,2009",21:40,PARKER,0,X,TURK,AUTO,BICYCLE,,22107,1,0,,
90211461,"Fri., Feb. 27,2009",08:30,ARGUELLO,186,N,GEARY,AUTO,BICYCLE,,22517,1,0,,
90691744,"Tue., Jul. 07,2009",17:30,GEARY,50,W,38TH,AUTO,BICYCLE,,22517,1,0,,
91162792,"Wed., Nov. 11,2009",12:30,STOW LAKE,350,N,MARTIN LUTHER KING,AUTO,BICYCLE,,22517,1,0,,
91176016,"Sat., Nov. 14,2009",16:05,6TH,20,N,BALBOA,AUTO,BICYCLE,,OTD,1,0,,
90420496,"Wed., Apr. 22,2009",12:55,PARK PRESIDIO,0,X,LAKE,AUTO,BICYCLE,,UNK,1,0,,
90155916,"Thu., Feb. 12,2009",09:37,BRODERICK,0,X,SUTTER,AUTO,BICYCLE,,UNK,1,0,,
90064840,"Sun., Jan. 18,2009",15:55,MARTIN LUTHER KING,36,W,TRANSVERSE,AUTO,BICYCLE,,21802A,1,0,,
90886951,"Sat., Aug. 29,2009",08:50,SACRAMENTO,130,E,BAKER,AUTO,BICYCLE,,22517,1,0,,
90045840,"Tue., Jan. 13,2009",18:03,19TH,0,X,CALIFORNIA,AUTO,BICYCLE,,NS,1,0,,
91266435,"Fri., Dec. 11,2009",22:49,11TH,0,X,CABRILLO,TAXI,BICYCLE,,21802A,1,0,,
90845474,"Tue., Aug. 18,2009",18:46,POINT LOBOS,1076,N,BALBOA,TAXI,BICYCLE,,22105,1,0,,
90392629,"Wed., Apr. 15,2009",08:00,POST,130,W,BAKER,TRK/TRK TRAC,BICYCLE,,21658A,1,0,,
91132563,"Tue., Nov. 03,2009",07:40,GOLDEN GATE,20,E,TAMALPAIS,TRK/TRK TRAC,BICYCLE,,22107,1,0,,
90964610,"Fri., Sep. 18,2009",15:40,JACKSON,137,W,MAPLE,TRK/TRK TRAC,BICYCLE,,22517,1,0,,
90685446,"Sun., Jul. 05,2009",22:30,CLEMENT,125,E,8TH,TRK/TRK TRAC,BICYCLE,,22107,1,0,YES,
90667814,"Tue., Jun. 30,2009",21:44,5TH,0,X,LAKE,AUTO,BICYCLE,AUTO (PKD),21658A,1,0,,
91198593,"Sat., Nov. 21,2009",11:08,ALEMANY,0,X,SENECA,AUTO,BICYCLE,,21453A,1,0,,
90832700,"Sat., Aug. 15,2009",12:00,MISSION,12,N,CONCORD,AUTO,BICYCLE,,218011,1,0,,
91129827,"Mon., Nov. 02,2009",12:46,ALEMANY,0,X,ROUSSEAU,AUTO,BICYCLE,,22107,1,0,,
91283194,"Thu., Dec. 17,2009",06:45,MT VERNON,10,W,MISSION,AUTO,BICYCLE,,22107,1,0,,
90695138,"Wed., Jul. 08,2009",16:26,BADEN,0,X,HEARST,AUTO,BICYCLE,,22450,1,0,YES,
90968333,"Sat., Sep. 19,2009",15:39,30TH,0,X,SAN JOSE,AUTO,BICYCLE,,22107,0,0,YES,
91054519,"Mon., Oct. 12,2009",16:00,HAHN,0,X,SUNNYDALE,AUTO,BICYCLE,,22350,0,0,YES,
90141147,"Sun., Feb. 08,2009",11:10,HARRINGTON,3,W,MISSION,AUTO,BICYCLE,,21804,1,0,,
91097042,"Sat., Oct. 24,2009",16:40,BOSWORTH,0,X,I 280 S ON RAMP,AUTO,BICYCLE,,21801A,0,0,YES,
91242708,"Fri., Dec. 04,2009",19:13,CORTLAND,105,E,COLERIDGE,PEDESTRIAN,BICYCLE,,21954A,2,0,YES,
90149414,"Tue., Feb. 10,2009",14:28,VALENCIA,201,S,DUNCAN,TRK/TRK TRAC,BICYCLE,,21651,1,0,,
90088470,"Sat., Jan. 24,2009",21:11,MISSION,0,X,CORTLAND,TRK/TRK TRAC,BICYCLE,,21801A,1,0,,
90182787,"Thu., Feb. 19,2009",17:45,OCEAN,0,X,SANTA YNEZ,TRK/TRK TRAC,BICYCLE,,22107,1,0,,
90714073,"Mon., Jul. 13,2009",21:43,WARD,20,W,BRUSSELS,TRK/TRK TRAC,BICYCLE,,22106,0,0,,
90392776,"Wed., Apr. 15,2009",08:55,MISSION,151,S,ARMY,AUTO,BICYCLE,AUTO,22517,1,0,,
90894045,"Mon., Aug. 31,2009",07:35,ALEMANY,120,N,SILVER,AUTO,BICYCLE,AUTO (PKD),22350,2,0,,
90174944,"Thu., Feb. 12,2009",17:50,19TH,0,X,OCEAN,AUTO,BICYCLE,,21658A,1,0,YES,
91164124,"Wed., Nov. 11,2009",18:34,43RD,57,S,KIRKHAM,AUTO,BICYCLE,,21801A,1,0,,
90374304,"Fri., Apr. 10,2009",08:08,17TH,0,X,KIRKHAM,AUTO,BICYCLE,,21802A,1,0,,
90642894,"Tue., Jun. 23,2009",19:02,37TH,2,N,SLOAT,AUTO,BICYCLE,,21802A,1,0,,
91006673,"Tue., Sep. 29,2009",16:50,CONSTANSO,0,X,SLOAT,AUTO,BICYCLE,,21802A,1,0,,
91069386,"Fri., Oct. 16,2009",18:39,33RD,0,X,TARAVAL,AUTO,BICYCLE,,21802B,1,0,,
91184605,"Tue., Nov. 17,2009",16:25,CUTLER,0,X,GREAT HWY,AUTO,BICYCLE,,21803A,1,0,,
90419314,"Wed., Apr. 22,2009",09:05,LINCOLN,0,X,MARTIN LUTHER KING,AUTO,BICYCLE,,22100B,1,0,,
90320460,"Fri., Mar. 27,2009",10:59,JUDAH,156,E,8TH,AUTO,BICYCLE,,22102,1,0,,
90952615,"Tue., Sep. 15,2009",17:45,19TH,2,N,NORIEGA,AUTO,BICYCLE,,22107,1,0,YES,
91113961,"Thu., Oct. 29,2009",08:10,19TH,0,X,WINSTON,AUTO,BICYCLE,,22107,1,0,,
90347743,"Fri., Apr. 03,2009",09:35,SLOAT,35,E,MEADOWBROOK,AUTO,BICYCLE,,22107,1,0,,
90374661,"Fri., Apr. 10,2009",09:13,HOLLOWAY,150,W,ARELLANO,AUTO,BICYCLE,,22107,1,0,,
90614229,"Mon., Jun. 15,2009",14:04,KIRKHAM,0,X,SUNSET,AUTO,BICYCLE,,22107,1,0,,
90659009,"Sun., Jun. 28,2009",14:50,IRVING,107,W,FUNSTON,AUTO,BICYCLE,,22107,1,0,,
90943517,"Sun., Sep. 13,2009",12:58,9TH,21,S,LINCOLN,AUTO,BICYCLE,,22107,1,0,,
90958431,"Thu., Sep. 17,2009",08:16,12TH,0,X,IRVING,AUTO,BICYCLE,,22107,1,0,,
91257569,"Wed., Dec. 09,2009",09:17,FONT,0,X,TAPIA,AUTO,BICYCLE,,22107,1,0,,
90061498,"Sat., Jan. 17,2009",14:15,OCEAN,0,X,WANDA,AUTO,BICYCLE,,22517,1,0,,
91029136,"Mon., Oct. 05,2009",16:56,GREAT HWY,238,S,LAWTON,AUTO,BICYCLE,,22517,1,0,,
90352435,"Sat., Apr. 04,2009",12:42,GREAT HWY,272,N,MORAGA,AUTO,BICYCLE,,21703,0,0,,
90845399,"Tue., Aug. 18,2009",18:15,KEZAR,0,,JOHN F KENNEDY,AUTO,BICYCLE,,22107,1,0,,
90784822,"Sun., Aug. 02,2009",18:37,12TH,0,X,JUDAH,AUTO,BICYCLE,,NS,1,0,YES,
90656328,"Sat., Jun. 27,2009",16:55,LAKE MERCED,0,X,SKYLINE,BICYCLE,BICYCLE,,UNK,2,0,,
90345139,"Thu., Apr. 02,2009",13:43,OCEAN,75,E,LEE,PEDESTRIAN,BICYCLE,,21954A,1,0,,
90802678,"Fri., Aug. 07,2009",12:25,IRVING,145,W,11TH,TRK/TRK TRAC,BICYCLE,,22517,1,0,,
90248549,"Mon., Mar. 09,2009",10:40,HYDE,108,S,UN PLAZA,AUTO,BICYCLE,,21750,1,0,YES,
90838946,"Mon., Aug. 17,2009",09:02,EDDY,42,E,MASON,AUTO,BICYCLE,,21750,1,0,YES,
90992354,"Fri., Sep. 25,2009",17:33,TURK,24,E,DODGE,AUTO,BICYCLE,,21750,1,0,,
90450653,"Thu., Apr. 30,2009",13:12,HYDE,0,X,MC ALLISTER,AUTO,BICYCLE,,22100A,1,0,,
91248245,"Sun., Dec. 06,2009",12:43,TAYLOR,39,N,MARKET,AUTO,BICYCLE,,22517,1,0,YES,
90072906,"Tue., Jan. 20,2009",18:50,POWELL,130,N,OFARRELL,AUTO,BICYCLE,,22517,1,0,,
90411047,"Mon., Apr. 20,2009",08:03,MISSION,189,W,3RD,AUTO,OTHER,BICYCLE,22400A,1,0,,
90595306,"Tue., Jun. 09,2009",23:16,20TH,0,X,HARRISON,BICYCLE,MOTORCYCLE,BICYCLE,22450,2,0,,
90709046,"Sun., Jul. 12,2009",17:05,MARKET,250,W,SANCHEZ,AUTO,TAXI,BICYCLE,21211A,1,0,,
91092020,"Fri., Oct. 23,2009",09:24,OFARRELL,50,W,POLK,TRK/TRK TRAC,BUS (OTHER),BICYCLE,22517,0,0,,
90378453,"Sat., Apr. 11,2009",11:15,DIVISADERO,60,E,HAYES,AUTO,TRK TRAC W/TRL,BICYCLE,21658A,1,0,YES,
90590613,"Mon., Jun. 08,2009",18:28,JEFFERSON,0,X,POWELL,OTHER (HORSE-DRAWN CARRIAGE),BICYCLE,BICYCLE,OTD,1,0,,
90388173,"Tue., Apr. 14,2009",02:00,44TH,160,N,MORAGA,AUTO,AUTO (PKD),BICYCLE,22350,0,0,YES,
100032484,"Sun., Jan. 10,2010",22:34,17TH,0,X,POTRERO,BICYCLE,,,22350,1,0,,
100073159,"Fri., Jan. 22,2010",22:51,7TH,54,S,HUGO,BICYCLE,,,22350,1,0,,
100090749,"Thu., Jan. 28,2010",01:55,MARKET,135,W,SANCHEZ,BICYCLE,,,OTD,1,0,,
100099666,"Sat., Jan. 30,2010",17:00,CHURCH,30,N,17TH,BICYCLE,,,22350,1,0,,
100121758,"Sat., Feb. 06,2010",01:26,MISSION,20,S,14TH,BICYCLE,,,OTD,1,0,,
100139206,"Thu., Feb. 11,2010",12:00,MISSION,30,W,6TH,BICYCLE,,,22350,1,0,,
100176872,"Mon., Feb. 22,2010",14:40,SANSOME,14,S,CALIFORNIA,BICYCLE,,,NS,1,0,,
100210812,"Thu., Mar. 04,2010",18:54,MARKET,120,W,5TH,BICYCLE,,,OTD,1,0,,
100258862,"Thu., Mar. 18,2010",20:20,CONCORD,100,E,MISSION,BICYCLE,,,22350,1,0,,
100284685,"Fri., Mar. 26,2010",14:45,TOWNSEND,87,W,7TH,BICYCLE,,,22350,1,0,,
100293181,"Mon., Mar. 29,2010",09:55,MARKET,0,X,SANSOME,BICYCLE,,,22350,1,0,,
100295193,"Mon., Mar. 29,2010",18:30,JOHN F KENNEDY,0,X,GREAT HWY,BICYCLE,,,22350,1,0,,
100303263,"Thu., Apr. 01,2010",09:50,POLK,50,N,ELLIS,BICYCLE,,,UNK,1,0,,
100314373,"Sun., Apr. 04,2010",21:40,JUDAH,62,E,47TH,BICYCLE,,,NS,1,0,,
100340403,"Mon., Apr. 12,2010",23:05,10TH,0,X,FOLSOM,BICYCLE,,,22350,1,0,,
100377020,"Fri., Apr. 23,2010",23:11,POLK,10,S,FERN,BICYCLE,,,21703,1,0,,
100377600,"Sat., Apr. 24,2010",02:24,12TH,280,N,BALBOA,BICYCLE,,,22350,1,0,,
100399933,"Fri., Apr. 30,2010",18:51,MASONIC,40,S,ANZA,BICYCLE,,,21700,1,0,,
100401914,"Sat., May. 01,2010",14:05,VAN NESS,0,X,ELLIS,BICYCLE,,,22350,1,0,,
100474808,"Sat., May. 22,2010",10:33,NORTH POINT,210,E,HYDE,BICYCLE,,,22350,1,0,,
100446829,"Mon., May. 24,2010",11:23,OCEAN,473,W,SAN JOSE,BICYCLE,,,OTD,1,0,,
100491595,"Thu., May. 27,2010",11:31,ILLINOIS,111,N,AMADOR,BICYCLE,,,OTD,1,0,,
100502904,"Sun., May. 30,2010",20:30,PAGE,225,E,BRODERICK,BICYCLE,,,22350,1,0,,
100514410,"Thu., Jun. 03,2010",12:35,DE HARO,0,X,DIVISION,BICYCLE,,,22350,1,0,,
100521534,"Sat., Jun. 05,2010",14:13,GOUGH,20,S,LINDEN,BICYCLE,,,UNK,1,0,,
